market_id,created_at,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_couriers,total_busy_couriers,total_outstanding_orders,estimated_order_place_duration,estimated_store_to_consumer_driving_duration
2.0,2015-02-15 23:12:17,682,american,3.0,3,2440,3,650,1095,35.0,30.0,32.0,251,739.0
4.0,2015-02-15 23:12:20,4567,chinese,3.0,1,900,1,900,900,8.0,8.0,7.0,251,784.0
2.0,2015-02-15 23:12:23,682,american,3.0,1,2475,1,2475,2475,35.0,30.0,32.0,251,607.0
4.0,2015-02-15 23:12:26,6002,mexican,5.0,3,1575,2,475,550,30.0,29.0,35.0,251,449.0
4.0,2015-02-15 23:12:28,4719,fast,4.0,12,1293,8,0,319,22.0,20.0,26.0,251,225.0
1.0,2015-02-15 23:12:29,1852,mexican,1.0,4,2056,3,329,799,22.0,20.0,21.0,446,653.0
2.0,2015-02-15 23:12:29,6566,cafe,4.0,1,545,1,375,375,64.0,59.0,63.0,251,706.0
4.0,2015-02-15 23:12:34,4753,burger,1.0,2,2345,2,1150,1195,22.0,20.0,26.0,446,428.0
4.0,2015-02-15 23:12:47,4934,,1.0,5,2595,4,175,595,8.0,8.0,7.0,446,537.0
6.0,2015-02-15 23:12:57,5300,other,5.0,6,2950,6,50,850,,,,251,340.0
1.0,2015-02-15 23:13:02,53,dessert,4.0,5,645,2,99,149,25.0,25.0,25.0,251,856.0
2.0,2015-02-15 23:13:12,162,vietnamese,2.0,2,2300,2,850,900,64.0,59.0,63.0,251,535.0
1.0,2015-02-15 23:13:15,4464,tapas,2.0,2,1900,2,675,1225,4.0,1.0,1.0,251,322.0
1.0,2015-02-15 23:13:16,6340,dessert,1.0,6,5525,4,495,1295,15.0,15.0,12.0,446,1195.0
2.0,2015-02-15 23:13:20,801,hawaiian,1.0,2,1842,2,448,982,12.0,8.0,7.0,446,632.0
1.0,2015-02-15 23:13:23,1532,vegetarian,3.0,1,1695,1,750,750,25.0,25.0,25.0,251,838.0
4.0,2015-02-15 23:13:30,5032,fast,4.0,3,2053,3,265,1199,22.0,20.0,26.0,251,618.0
2.0,2015-02-15 23:13:31,5542,american,1.0,4,3998,4,599,1200,64.0,59.0,63.0,446,1197.0
3.0,2015-02-15 23:13:33,6580,mediterranean,3.0,6,4850,4,400,1050,17.0,17.0,20.0,251,505.0
2.0,2015-02-15 23:13:39,6479,sandwich,3.0,3,2142,3,499,879,64.0,59.0,63.0,251,585.0
2.0,2015-02-15 23:13:43,2506,pizza,1.0,4,6390,4,744,1921,35.0,30.0,32.0,446,260.0
4.0,2015-02-15 23:13:45,2191,american,3.0,2,1887,2,373,1169,35.0,34.0,48.0,251,346.0
3.0,2015-02-15 23:14:09,2637,hawaiian,4.0,3,1619,2,420,779,17.0,17.0,20.0,251,830.0
4.0,2015-02-15 23:14:11,754,burger,5.0,1,1800,1,1400,1400,30.0,28.0,40.0,251,259.0
4.0,2015-02-15 23:14:13,241,japanese,2.0,2,1360,2,370,990,30.0,29.0,35.0,251,506.0
2.0,2015-02-15 23:14:16,1311,american,3.0,1,1005,1,1005,1005,64.0,59.0,63.0,251,554.0
4.0,2015-02-15 23:14:23,2442,mexican,1.0,6,1296,2,199,250,22.0,20.0,26.0,446,836.0
6.0,2015-02-15 23:14:23,6430,mexican,3.0,1,910,1,700,700,,,,251,1039.0
2.0,2015-02-15 23:14:25,5099,,1.0,2,1960,2,210,1750,31.0,31.0,34.0,446,483.0
4.0,2015-02-15 23:14:25,5346,chinese,1.0,2,2225,2,900,1200,30.0,29.0,35.0,446,461.0
2.0,2015-02-15 23:14:27,1948,burger,2.0,5,2755,4,275,1425,64.0,59.0,63.0,251,118.0
5.0,2015-02-15 23:14:29,6693,chinese,4.0,1,710,1,710,710,16.0,16.0,16.0,251,297.0
4.0,2015-02-15 23:14:30,791,,1.0,3,2875,3,783,1057,37.0,33.0,41.0,446,476.0
2.0,2015-02-15 23:14:39,4574,burger,1.0,2,1218,2,599,619,64.0,59.0,63.0,446,909.0
5.0,2015-02-15 23:14:44,3967,mexican,1.0,2,1750,1,875,875,25.0,20.0,21.0,446,537.0
3.0,2015-02-15 23:14:51,1159,american,5.0,4,1650,3,275,735,11.0,11.0,12.0,251,475.0
2.0,2015-02-15 23:15:03,3019,sandwich,5.0,1,999,1,999,999,31.0,31.0,31.0,251,648.0
3.0,2015-02-15 23:15:13,6612,thai,1.0,3,2697,3,799,999,5.0,5.0,5.0,446,878.0
5.0,2015-02-15 23:15:24,5110,sandwich,5.0,1,1221,1,1221,1221,13.0,11.0,13.0,251,206.0
2.0,2015-02-15 23:15:25,4210,mexican,2.0,5,2705,4,295,1045,64.0,60.0,64.0,251,394.0
3.0,2015-02-15 23:15:29,3329,fast,4.0,8,1643,6,100,299,0.0,0.0,0.0,251,455.0
2.0,2015-02-15 23:15:52,6805,other,3.0,7,3750,6,275,800,31.0,31.0,31.0,251,677.0
2.0,2015-02-15 23:15:52,5265,pizza,5.0,1,1700,1,1500,1500,64.0,60.0,64.0,251,369.0
2.0,2015-02-15 23:15:55,6677,seafood,5.0,1,895,1,895,895,64.0,60.0,64.0,251,767.0
4.0,2015-02-15 23:16:04,2191,american,3.0,2,1320,2,375,820,31.0,31.0,39.0,251,439.0
2.0,2015-02-15 23:16:16,892,french,5.0,1,995,1,995,995,34.0,26.0,31.0,251,887.0
5.0,2015-02-15 23:16:23,5671,chinese,4.0,1,942,1,942,942,13.0,11.0,13.0,251,518.0
1.0,2015-02-15 23:16:35,2428,indian,3.0,4,2780,2,195,1195,0.0,0.0,0.0,251,716.0
2.0,2015-02-15 23:16:53,314,mexican,5.0,1,749,1,699,699,64.0,60.0,64.0,251,541.0
2.0,2015-02-15 23:16:55,682,american,3.0,2,2220,2,1095,1125,34.0,26.0,31.0,251,359.0
5.0,2015-02-15 23:17:00,1262,barbecue,5.0,1,975,1,975,975,13.0,13.0,13.0,251,498.0
1.0,2015-02-15 23:17:07,5799,greek,3.0,3,1297,3,199,899,22.0,21.0,22.0,251,512.0
4.0,2015-02-15 23:17:08,4567,chinese,3.0,1,2700,1,2600,2600,8.0,6.0,7.0,251,621.0
4.0,2015-02-15 23:17:18,5829,mexican,2.0,2,2745,2,1195,1550,31.0,31.0,39.0,251,594.0
2.0,2015-02-15 23:17:25,4725,american,4.0,1,1129,1,1099,1099,64.0,60.0,64.0,251,365.0
2.0,2015-02-15 23:17:41,4069,dessert,3.0,2,1118,2,499,519,64.0,60.0,64.0,251,559.0
6.0,2015-02-15 23:17:42,3319,smoothie,2.0,2,1300,2,650,650,,,,251,447.0
1.0,2015-02-15 23:17:51,520,other,4.0,3,2597,3,499,1399,22.0,21.0,22.0,251,932.0
1.0,2015-02-15 23:17:53,792,american,3.0,2,1800,2,350,1450,24.0,24.0,28.0,251,249.0
2.0,2015-02-15 23:18:00,5287,sandwich,3.0,2,2270,2,425,1400,31.0,31.0,31.0,251,652.0
2.0,2015-02-15 23:18:03,1948,burger,2.0,5,2989,5,275,1425,64.0,60.0,64.0,251,747.0
1.0,2015-02-15 23:18:11,6680,salad,1.0,4,1988,4,100,989,22.0,21.0,22.0,446,237.0
5.0,2015-02-15 23:18:25,1008,american,4.0,2,1156,2,104,844,12.0,18.0,17.0,251,923.0
4.0,2015-02-15 23:18:37,6939,middle-eastern,3.0,3,3797,3,299,1799,31.0,31.0,39.0,251,842.0
5.0,2015-02-15 23:18:42,4220,pizza,3.0,3,2097,3,299,1099,25.0,20.0,19.0,251,360.0
5.0,2015-02-15 23:18:56,1246,pizza,5.0,1,2800,1,1800,1800,18.0,17.0,15.0,251,724.0
2.0,2015-02-15 23:19:08,1176,sandwich,5.0,7,3894,6,100,1221,64.0,60.0,64.0,251,566.0
2.0,2015-02-15 23:19:12,1357,indian,3.0,2,1040,2,280,380,64.0,60.0,64.0,251,782.0
5.0,2015-02-15 23:19:13,6873,sandwich,1.0,1,1000,1,1000,1000,25.0,20.0,19.0,446,579.0
2.0,2015-02-15 23:19:13,4542,middle-eastern,3.0,2,1694,2,797,897,64.0,60.0,64.0,251,672.0
2.0,2015-02-15 23:19:17,1311,american,3.0,4,1336,2,69,999,64.0,60.0,64.0,251,432.0
2.0,2015-02-15 23:19:24,6281,dessert,1.0,2,3240,2,1545,1695,31.0,31.0,31.0,446,713.0
2.0,2015-02-15 23:19:25,6821,sandwich,5.0,1,1412,1,925,935,72.0,65.0,74.0,251,591.0
3.0,2015-02-15 23:19:31,2989,fast,4.0,3,1073,3,165,640,17.0,17.0,18.0,251,418.0
4.0,2015-02-15 23:19:33,4567,chinese,3.0,3,2470,3,695,950,8.0,6.0,7.0,251,715.0
3.0,2015-02-15 23:19:33,4348,mexican,1.0,4,2056,3,199,429,5.0,5.0,5.0,446,503.0
4.0,2015-02-15 23:19:37,561,filipino,1.0,3,2940,3,650,1195,8.0,6.0,7.0,446,436.0
1.0,2015-02-15 23:19:45,1916,american,1.0,1,1989,1,1989,1989,7.0,2.0,3.0,446,429.0
1.0,2015-02-15 23:19:53,1506,brazilian,3.0,7,6930,7,330,1450,12.0,12.0,14.0,251,897.0
2.0,2015-02-15 23:19:59,5265,pizza,5.0,3,3500,3,800,1500,64.0,60.0,64.0,251,673.0
4.0,2015-02-15 23:20:04,3075,french,2.0,1,3200,1,2600,2600,30.0,24.0,33.0,251,761.0
1.0,2015-02-15 23:20:30,1667,american,1.0,5,2711,3,291,1479,13.0,13.0,11.0,446,501.0
4.0,2015-02-15 23:20:32,6313,dessert,5.0,3,3315,3,338,1396,30.0,36.0,48.0,251,417.0
5.0,2015-02-15 23:20:37,5141,burger,3.0,1,1095,1,1095,1095,26.0,23.0,23.0,251,284.0
2.0,2015-02-15 23:20:50,810,american,3.0,2,1450,2,550,900,35.0,28.0,36.0,251,598.0
2.0,2015-02-15 23:20:51,389,american,1.0,2,1438,2,219,1219,67.0,64.0,66.0,446,609.0
1.0,2015-02-15 23:20:52,2367,american,1.0,2,2990,2,695,2295,13.0,13.0,11.0,446,607.0
5.0,2015-02-15 23:20:53,2707,vietnamese,2.0,2,1900,1,950,950,18.0,16.0,15.0,251,576.0
3.0,2015-02-15 23:20:54,3238,smoothie,4.0,3,1950,1,650,650,21.0,15.0,16.0,251,342.0
4.0,2015-02-15 23:21:01,386,other,3.0,1,1500,1,1150,1150,31.0,31.0,41.0,251,361.0
2.0,2015-02-15 23:21:03,1686,mexican,5.0,3,2100,1,700,700,67.0,64.0,66.0,251,341.0
2.0,2015-02-15 23:21:04,5273,dim-sum,3.0,3,1512,3,249,799,20.0,17.0,17.0,446,898.0
2.0,2015-02-15 23:21:24,915,dessert,5.0,4,1690,2,50,795,67.0,64.0,66.0,251,221.0
1.0,2015-02-15 23:21:24,1236,american,3.0,5,4300,4,300,1700,16.0,12.0,12.0,251,224.0
5.0,2015-02-15 23:21:25,702,burger,4.0,2,978,2,309,669,13.0,13.0,16.0,251,337.0
6.0,2015-02-15 23:21:25,1025,thai,3.0,2,2790,2,1395,1395,,,,251,786.0
4.0,2015-02-15 23:21:32,5460,fast,4.0,5,1425,4,189,299,31.0,31.0,41.0,251,419.0
3.0,2015-02-15 23:21:35,4598,catering,3.0,1,1899,1,1899,1899,21.0,15.0,16.0,251,762.0
2.0,2015-02-15 23:21:39,282,dessert,5.0,1,590,1,465,465,35.0,28.0,36.0,251,642.0
2.0,2015-02-15 23:22:07,1002,sushi,4.0,12,3590,8,140,400,31.0,31.0,41.0,251,652.0
5.0,2015-02-15 23:22:18,742,japanese,1.0,4,3380,4,295,1095,13.0,13.0,16.0,446,884.0
1.0,2015-02-15 23:22:22,712,salad,2.0,4,2305,4,65,995,24.0,24.0,28.0,251,379.0
3.0,2015-02-15 23:22:37,5143,sandwich,5.0,4,1726,3,379,449,20.0,17.0,17.0,251,892.0
1.0,2015-02-15 23:22:48,3078,thai,5.0,4,2745,4,250,950,24.0,24.0,28.0,251,625.0
2.0,2015-02-15 23:22:49,2045,sandwich,,2,924,2,199,725,30.0,30.0,33.0,251,482.0
4.0,2015-02-15 23:22:53,5085,sandwich,3.0,2,1425,2,400,1025,21.0,20.0,29.0,251,580.0
2.0,2015-02-15 23:23:09,355,burger,4.0,1,595,1,595,595,67.0,64.0,66.0,251,668.0
1.0,2015-02-15 23:23:14,3763,sandwich,4.0,1,1365,1,1235,1235,24.0,24.0,28.0,446,245.0
5.0,2015-02-15 23:23:17,3265,other,1.0,1,1099,1,799,799,26.0,23.0,23.0,446,674.0
5.0,2015-02-15 23:23:22,1085,alcohol,4.0,2,4558,1,2279,2279,26.0,23.0,23.0,446,273.0
3.0,2015-02-15 23:23:22,4655,thai,5.0,4,3980,3,695,995,10.0,7.0,5.0,251,437.0
1.0,2015-02-15 23:23:26,5354,dim-sum,1.0,2,2500,2,1200,1300,7.0,7.0,7.0,446,378.0
1.0,2015-02-15 23:23:28,3895,breakfast,5.0,1,1450,1,1450,1450,13.0,13.0,11.0,251,564.0
6.0,2015-02-15 23:23:58,4911,vietnamese,2.0,1,795,1,795,795,,,,251,546.0
3.0,2015-02-15 23:24:01,5641,japanese,3.0,8,5950,7,195,1595,10.0,7.0,5.0,251,643.0
6.0,2015-02-15 23:24:02,1893,sandwich,3.0,3,2460,3,400,1030,,,,251,591.0
5.0,2015-02-15 23:24:09,1262,barbecue,5.0,2,2190,2,325,1095,13.0,13.0,16.0,251,389.0
1.0,2015-02-15 23:24:16,6642,mexican,5.0,3,1870,3,500,595,21.0,20.0,24.0,251,79.0
3.0,2015-02-15 23:24:21,707,american,4.0,2,674,2,35,639,21.0,15.0,16.0,251,647.0
2.0,2015-02-15 23:24:26,1683,pizza,3.0,1,1149,1,1149,1149,67.0,64.0,66.0,251,514.0
3.0,2015-02-15 23:24:27,398,indian,5.0,1,999,1,999,999,7.0,4.0,4.0,251,241.0
1.0,2015-02-15 23:24:31,2598,argentine,3.0,11,8800,6,300,2000,7.0,7.0,7.0,251,699.0
4.0,2015-02-15 23:24:31,3620,burger,5.0,6,3014,5,299,729,30.0,24.0,33.0,251,670.0
1.0,2015-02-15 23:24:44,294,american,5.0,1,1295,1,1295,1295,21.0,20.0,24.0,251,251.0
4.0,2015-02-15 23:25:06,3581,barbecue,1.0,14,3815,2,250,295,31.0,30.0,40.0,446,436.0
1.0,2015-02-15 23:25:12,3984,mediterranean,3.0,4,4626,2,249,3699,6.0,3.0,3.0,251,633.0
3.0,2015-02-15 23:25:21,500,pizza,5.0,1,895,1,750,750,2.0,2.0,2.0,251,198.0
4.0,2015-02-15 23:25:34,3530,italian,3.0,5,8330,4,895,1595,22.0,22.0,30.0,251,567.0
2.0,2015-02-15 23:25:46,1493,indian,4.0,7,3348,5,150,999,66.0,65.0,67.0,446,747.0
4.0,2015-02-15 23:25:49,6323,sandwich,1.0,2,1795,2,695,1100,36.0,24.0,32.0,251,994.0
3.0,2015-02-15 23:25:55,2109,seafood,1.0,6,3646,6,299,1299,19.0,15.0,17.0,446,705.0
1.0,2015-02-15 23:26:05,4271,breakfast,1.0,4,4700,4,1050,1250,25.0,24.0,22.0,446,647.0
5.0,2015-02-15 23:26:11,1346,korean,3.0,1,2295,1,2295,2295,26.0,24.0,25.0,251,709.0
2.0,2015-02-15 23:26:21,810,american,3.0,1,1200,1,1200,1200,32.0,26.0,32.0,251,413.0
1.0,2015-02-15 23:26:41,3138,fast,3.0,1,999,1,629,629,6.0,3.0,3.0,251,699.0
2.0,2015-02-15 23:26:44,1194,pizza,3.0,1,1709,1,1524,1524,66.0,65.0,67.0,251,329.0
1.0,2015-02-15 23:26:49,6744,american,3.0,8,5490,6,200,1450,16.0,13.0,12.0,251,1052.0
2.0,2015-02-15 23:26:50,230,breakfast,1.0,2,1698,2,499,1199,32.0,26.0,32.0,446,402.0
1.0,2015-02-15 23:26:56,6928,fast,1.0,2,1048,2,349,579,12.0,12.0,12.0,446,728.0
3.0,2015-02-15 23:26:57,5018,mexican,1.0,12,2682,8,75,675,,,,446,478.0
1.0,2015-02-15 23:26:58,3763,sandwich,6.0,3,2519,3,449,1235,25.0,24.0,22.0,446,657.0
2.0,2015-02-15 23:27:01,3486,american,1.0,2,1468,2,209,1219,66.0,65.0,67.0,446,520.0
3.0,2015-02-15 23:27:07,2999,burger,1.0,2,1474,1,737,737,2.0,1.0,1.0,446,555.0
6.0,2015-02-15 23:27:23,4517,mexican,1.0,7,3495,7,50,1100,,,,446,420.0
4.0,2015-02-15 23:27:27,6329,american,3.0,2,2145,2,625,1025,31.0,30.0,40.0,251,735.0
1.0,2015-02-15 23:27:31,4288,burger,2.0,2,2045,2,895,1150,0.0,0.0,0.0,251,767.0
2.0,2015-02-15 23:27:40,6821,sandwich,5.0,2,1298,2,549,749,66.0,65.0,67.0,251,435.0
2.0,2015-02-15 23:27:43,6479,sandwich,3.0,5,1471,5,105,479,66.0,65.0,67.0,251,713.0
1.0,2015-02-15 23:27:49,5533,burger,1.0,2,2350,2,700,950,25.0,24.0,22.0,446,581.0
2.0,2015-02-15 23:27:57,5839,,,4,5071,4,851,1788,67.0,72.0,71.0,251,662.0
2.0,2015-02-15 23:28:01,1703,mexican,5.0,3,1907,3,349,799,30.0,29.0,30.0,251,487.0
2.0,2015-02-15 23:28:18,3486,american,1.0,2,2768,2,349,2419,66.0,65.0,67.0,446,708.0
1.0,2015-02-15 23:28:19,3895,breakfast,5.0,1,1417,1,1415,1578,19.0,19.0,16.0,251,934.0
2.0,2015-02-15 23:28:20,282,dessert,5.0,4,1840,2,395,465,32.0,26.0,32.0,251,587.0
2.0,2015-02-15 23:28:31,6553,steak,2.0,3,3285,3,795,1295,32.0,26.0,32.0,251,920.0
1.0,2015-02-15 23:28:32,1452,other,1.0,4,2075,4,279,899,10.0,9.0,10.0,446,534.0
2.0,2015-02-15 23:28:36,314,mexican,5.0,1,984,1,699,699,66.0,65.0,67.0,251,665.0
2.0,2015-02-15 23:28:46,3625,chinese,1.0,3,2845,3,695,1325,66.0,65.0,67.0,446,523.0
2.0,2015-02-15 23:28:54,355,burger,4.0,9,3739,3,249,695,66.0,65.0,67.0,251,635.0
4.0,2015-02-15 23:29:01,5648,chinese,4.0,4,1483,4,160,710,31.0,30.0,40.0,251,410.0
4.0,2015-02-15 23:29:20,6917,vietnamese,5.0,3,2475,1,750,750,36.0,24.0,32.0,251,709.0
5.0,2015-02-15 23:29:23,699,burger,1.0,3,2021,3,546,695,14.0,14.0,17.0,446,834.0
3.0,2015-02-15 23:29:26,5741,,1.0,2,1747,2,249,1299,10.0,10.0,14.0,446,644.0
6.0,2015-02-15 23:29:31,4059,pizza,3.0,1,1605,1,1295,1295,,,,251,932.0
2.0,2015-02-15 23:29:56,5721,burger,4.0,4,1956,4,249,729,66.0,65.0,67.0,251,724.0
4.0,2015-02-15 23:30:07,6323,vietnamese,2.0,4,3630,3,695,1195,39.0,26.0,30.0,251,140.0
2.0,2015-02-15 23:30:08,6525,mexican,5.0,2,1248,2,449,799,67.0,66.0,72.0,251,362.0
6.0,2015-02-15 23:30:12,4360,pizza,3.0,2,2978,1,1489,1489,,,,251,273.0
3.0,2015-02-15 23:30:16,6732,steak,1.0,3,1347,1,449,449,9.0,9.0,6.0,446,628.0
6.0,2015-02-15 23:30:30,746,asian,2.0,2,700,2,325,375,,,,251,649.0
4.0,2015-02-15 23:30:32,6787,sushi,3.0,2,1850,2,725,1125,39.0,26.0,30.0,251,618.0
4.0,2015-02-15 23:30:46,6478,chinese,4.0,2,1840,1,920,920,7.0,7.0,10.0,251,716.0
3.0,2015-02-15 23:30:53,280,mexican,1.0,3,1457,2,329,699,9.0,9.0,6.0,446,169.0
2.0,2015-02-15 23:30:56,2143,mediterranean,5.0,3,3299,3,850,1399,67.0,66.0,72.0,251,497.0
5.0,2015-02-15 23:30:58,6946,italian,1.0,3,3756,3,829,1848,19.0,16.0,12.0,446,529.0
4.0,2015-02-15 23:31:03,3592,smoothie,2.0,3,2100,3,650,800,39.0,26.0,30.0,251,736.0
2.0,2015-02-15 23:31:29,5265,pizza,5.0,2,2500,2,800,1500,67.0,66.0,72.0,251,706.0
2.0,2015-02-15 23:31:32,6805,other,3.0,2,2750,2,1000,1100,32.0,30.0,29.0,251,506.0
,2015-02-15 23:31:43,3019,sandwich,,2,2623,2,997,1336,36.0,34.0,33.0,251,704.0
1.0,2015-02-15 23:31:43,4902,dessert,2.0,4,3580,3,663,693,19.0,20.0,18.0,251,426.0
2.0,2015-02-15 23:31:45,6865,mexican,5.0,5,2347,5,50,799,67.0,66.0,72.0,251,583.0
2.0,2015-02-15 23:31:50,1686,mexican,5.0,2,1298,1,649,649,67.0,66.0,72.0,251,234.0
2.0,2015-02-15 23:31:53,5630,mexican,5.0,4,2290,2,350,795,67.0,66.0,72.0,251,422.0
2.0,2015-02-15 23:31:55,3081,mediterranean,2.0,1,1299,1,1299,1299,32.0,30.0,29.0,251,502.0
4.0,2015-02-15 23:31:57,1260,pizza,5.0,1,1900,1,1200,1200,21.0,21.0,28.0,251,706.0
6.0,2015-02-15 23:32:01,1561,thai,3.0,2,1500,2,200,1300,,,,251,617.0
2.0,2015-02-15 23:32:12,2460,breakfast,1.0,1,2200,1,2200,2200,31.0,27.0,32.0,446,592.0
2.0,2015-02-15 23:32:21,874,italian,3.0,2,2945,2,850,2095,32.0,30.0,29.0,251,74.0
1.0,2015-02-15 23:32:24,501,barbecue,3.0,1,1895,1,1895,1895,25.0,25.0,23.0,251,493.0
2.0,2015-02-15 23:32:26,6805,other,3.0,1,1525,1,1100,1100,32.0,30.0,29.0,251,311.0
2.0,2015-02-15 23:32:28,4766,burger,5.0,5,3230,5,349,999,31.0,27.0,32.0,251,511.0
4.0,2015-02-15 23:32:30,4619,pizza,3.0,3,2697,3,499,1299,28.0,28.0,35.0,251,726.0
3.0,2015-02-15 23:32:52,2167,japanese,4.0,1,895,1,895,895,9.0,9.0,6.0,251,616.0
4.0,2015-02-15 23:32:59,5085,mediterranean,5.0,3,1875,3,175,1000,21.0,21.0,28.0,251,583.0
2.0,2015-02-15 23:33:05,5028,mexican,5.0,2,1645,2,450,1195,31.0,27.0,32.0,251,248.0
6.0,2015-02-15 23:33:06,88,japanese,2.0,7,3314,7,189,929,,,,251,1151.0
6.0,2015-02-15 23:33:10,1388,mexican,2.0,1,895,1,895,895,,,,251,224.0
5.0,2015-02-15 23:33:10,5556,american,1.0,4,3987,4,249,1250,14.0,14.0,17.0,446,607.0
5.0,2015-02-15 23:33:12,1131,burger,1.0,2,1018,2,239,679,24.0,23.0,25.0,446,1121.0
5.0,2015-02-15 23:33:12,1976,burger,4.0,2,978,2,309,669,24.0,23.0,25.0,251,260.0
2.0,2015-02-15 23:33:27,5721,burger,4.0,3,1707,2,249,729,67.0,66.0,72.0,251,756.0
3.0,2015-02-15 23:33:37,2302,asian,5.0,4,2545,4,150,995,19.0,15.0,17.0,251,750.0
2.0,2015-02-15 23:33:40,4793,chinese,3.0,4,3950,4,700,1150,31.0,27.0,32.0,251,606.0
4.0,2015-02-15 23:33:46,5246,pasta,3.0,3,4185,3,1095,1695,28.0,28.0,35.0,251,1052.0
5.0,2015-02-15 23:33:49,5923,indian,2.0,4,1790,4,195,950,19.0,16.0,12.0,251,813.0
2.0,2015-02-15 23:34:08,5721,burger,4.0,2,748,2,249,499,67.0,66.0,72.0,251,841.0
3.0,2015-02-15 23:34:16,6212,pizza,1.0,3,1627,3,249,689,39.0,26.0,30.0,251,1137.0
2.0,2015-02-15 23:34:21,3379,greek,1.0,3,2267,3,450,958,67.0,66.0,72.0,446,614.0
6.0,2015-02-15 23:34:27,1583,pizza,3.0,1,799,1,799,799,,,,251,494.0
4.0,2015-02-15 23:34:30,205,burger,4.0,3,1147,3,229,669,21.0,21.0,28.0,251,377.0
5.0,2015-02-15 23:34:38,319,dessert,1.0,3,1115,3,235,570,14.0,14.0,17.0,446,810.0
2.0,2015-02-15 23:34:42,1859,american,4.0,4,4286,3,399,959,67.0,66.0,72.0,446,534.0
5.0,2015-02-15 23:34:44,6693,chinese,4.0,1,710,1,710,710,19.0,16.0,12.0,251,596.0
4.0,2015-02-15 23:34:53,6961,fast,4.0,6,1093,3,164,381,27.0,16.0,32.0,251,182.0
4.0,2015-02-15 23:34:59,1842,vietnamese,1.0,2,1820,2,895,925,7.0,7.0,10.0,446,844.0
2.0,2015-02-15 23:34:59,4023,chinese,4.0,4,2845,4,625,795,67.0,66.0,72.0,446,262.0
2.0,2015-02-15 23:35:08,1241,japanese,1.0,7,12170,5,595,7500,35.0,31.0,35.0,446,665.0
3.0,2015-02-15 23:35:18,1322,pizza,3.0,3,3056,3,479,1279,4.0,4.0,5.0,251,540.0
1.0,2015-02-15 23:35:26,6148,burger,1.0,4,4300,4,600,1000,16.0,16.0,17.0,446,175.0
4.0,2015-02-15 23:35:35,6986,fast,4.0,4,736,2,169,199,29.0,29.0,38.0,251,250.0
1.0,2015-02-15 23:35:36,6263,pizza,5.0,1,935,1,735,735,25.0,24.0,23.0,251,531.0
2.0,2015-02-15 23:35:38,1200,chinese,3.0,3,3185,3,895,1195,35.0,31.0,35.0,251,709.0
3.0,2015-02-15 23:35:41,5272,,1.0,3,4100,2,1300,1400,2.0,2.0,0.0,446,464.0
3.0,2015-02-15 23:35:47,570,burger,2.0,6,2238,4,199,565,23.0,23.0,23.0,251,689.0
2.0,2015-02-15 23:35:56,1836,indian,3.0,6,2596,5,100,899,32.0,31.0,32.0,251,575.0
4.0,2015-02-15 23:35:58,4116,sandwich,3.0,2,2096,2,799,799,39.0,29.0,32.0,251,201.0
4.0,2015-02-15 23:36:03,1120,american,2.0,8,4330,5,325,695,35.0,31.0,35.0,446,322.0
2.0,2015-02-15 23:36:17,5191,chinese,1.0,3,2740,3,750,1095,69.0,65.0,77.0,446,888.0
4.0,2015-02-15 23:36:23,6694,mediterranean,2.0,1,1529,1,1129,1129,,,,251,638.0
3.0,2015-02-15 23:36:24,1075,american,1.0,1,1331,1,964,1032,29.0,26.0,20.0,446,339.0
1.0,2015-02-15 23:36:37,4647,barbecue,3.0,2,1690,2,595,1095,16.0,16.0,17.0,251,284.0
1.0,2015-02-15 23:36:43,3276,salad,2.0,3,1997,3,399,899,16.0,16.0,17.0,251,987.0
2.0,2015-02-15 23:36:57,3927,vegetarian,5.0,2,2390,1,895,895,69.0,65.0,77.0,251,434.0
4.0,2015-02-15 23:36:57,4863,other,3.0,2,1600,2,300,975,39.0,29.0,32.0,251,493.0
3.0,2015-02-15 23:36:58,6726,salad,3.0,6,6450,6,750,1400,11.0,9.0,11.0,251,816.0
2.0,2015-02-15 23:37:00,4964,barbecue,3.0,5,3305,5,295,1325,69.0,65.0,77.0,251,199.0
2.0,2015-02-15 23:37:07,814,fast,4.0,3,1148,3,265,500,35.0,31.0,35.0,251,297.0
3.0,2015-02-15 23:37:14,5715,catering,2.0,2,2000,1,1000,1000,0.0,0.0,0.0,251,708.0
4.0,2015-02-15 23:37:25,5797,asian,2.0,2,1075,2,400,400,39.0,29.0,32.0,251,733.0
2.0,2015-02-15 23:37:31,4310,pizza,3.0,4,5312,2,986,2512,74.0,63.0,91.0,251,821.0
1.0,2015-02-15 23:38:01,914,pizza,3.0,2,2498,2,1099,1399,25.0,23.0,23.0,251,812.0
4.0,2015-02-15 23:38:17,5085,sandwich,3.0,3,2459,3,402,1156,25.0,23.0,36.0,251,696.0
4.0,2015-02-15 23:38:24,1229,korean,2.0,5,7345,5,999,1949,39.0,29.0,32.0,251,754.0
1.0,2015-02-15 23:38:25,1355,japanese,4.0,9,7046,7,200,1299,25.0,23.0,23.0,446,154.0
2.0,2015-02-15 23:38:34,3522,sandwich,1.0,4,2708,4,249,899,35.0,31.0,35.0,446,638.0
4.0,2015-02-15 23:38:35,3113,sandwich,3.0,6,3941,5,175,799,20.0,18.0,29.0,251,378.0
